contig	length	gc	cov	kingdom	phylum	class	order	family	genus	species	taxid	single_copy_PFAMs	num_single_copies	bh_tsne_x	bh_tsne_y	cluster	ML_expanded_clustering
NODE_486_length_36830_cov_224.438	36830	37.6540863427	224.438	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430	PF02772.11,PF02773.11	2	-19.44059266722431	-11.505719843140696	DBSCAN_round1_13	DBSCAN_round1_13
NODE_487_length_36766_cov_224.132	36766	29.5218408312	224.132	Bacteria	Cyanobacteria	unclassified	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus marinus	1219	PF00830.14,PF01252.13,PF08275.6	3	-20.928054600543216	3.8611508615686487	DBSCAN_round3_4	DBSCAN_round3_4
NODE_488_length_36656_cov_224.046	36656	38.5966826713	224.046	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium GW2011_GWA2_38_13b	1618780	PF06421.7,PF08275.6	2	1.948013277683328	-24.123216599399463	DBSCAN_round2_5	DBSCAN_round2_5
NODE_489_length_36646_cov_217.054	36646	56.1698411832	217.054	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935	PF08529.6,PF11987.3,PF04760.10,PF02033.13	4	34.516052445793	6.567762402792299	DBSCAN_round1_6	DBSCAN_round1_6
NODE_490_length_36636_cov_228.078	36636	67.6656840266	228.078	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	1.2143160683455698	8.334432183257826	DBSCAN_round1_11	DBSCAN_round1_11
NODE_491_length_36561_cov_223.852	36561	57.703563906899994	223.852	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	Erwinia sp. OLMDLW33	1928656		0	19.70588635362347	-6.98766798718111	DBSCAN_round1_14	DBSCAN_round1_14
NODE_492_length_36519_cov_222.313	36519	37.2271968017	222.313	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium GW2011_GWA2_38_13b	1618780		0	1.9428864193294573	-24.168604475836357	DBSCAN_round2_5	DBSCAN_round2_5
NODE_493_length_36379_cov_227.984	36379	59.1467604937	227.984	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter inhibens	221822		0	17.735824784556364	3.1955486867316845	DBSCAN_round1_1	DBSCAN_round1_1
NODE_494_length_36280_cov_224.081	36280	33.8285556781	224.081	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:274	1262888	PF00298.14,PF00687.16,PF03946.9,PF00584.15	4	-23.83963470080122	13.182979216422341	DBSCAN_round1_10	DBSCAN_round1_10
NODE_495_length_36188_cov_225.647	36188	38.8720017685	225.647	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430		0	-19.84807922536864	-12.995841721881352	DBSCAN_round1_13	DBSCAN_round1_13
NODE_496_length_36128_cov_217.11	36128	55.962134632399994	217.11	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935		0	34.40950831522936	6.367255637606482	DBSCAN_round1_6	DBSCAN_round1_6
NODE_497_length_36076_cov_222.693	36076	54.6790109768	222.693	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935		0	34.541773040197675	6.9872014124614275	DBSCAN_round1_6	DBSCAN_round1_6
NODE_498_length_35991_cov_223.994	35991	40.5351337834	223.99400000000003	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp. ATCC 27244	525244	PF02768.10,PF00712.14,PF02767.11,PF00825.13	4	-21.7563800970243	-12.937556592749207	DBSCAN_round1_13	DBSCAN_round1_13
NODE_499_length_35884_cov_219.383	35884	52.931668710299995	219.383	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935	PF01746.16	1	34.40424990804212	7.471412740121792	DBSCAN_round1_6	DBSCAN_round1_6
NODE_500_length_35879_cov_223.241	35879	70.3865771064	223.241	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	unclassified	1883		0	-1.3876273679275573	5.252321258652887	DBSCAN_round1_11	DBSCAN_round1_11
NODE_501_length_35878_cov_225.395	35878	38.4664697029	225.395	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430		0	-19.658764955525893	-12.117260021796351	DBSCAN_round1_13	DBSCAN_round1_13
NODE_502_length_35834_cov_223.813	35834	38.1341742479	223.813	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium GW2011_GWA2_38_13b	1618780	PF00416.17,PF04998.12,PF04983.13,PF04565.11,PF01746.16,PF04560.15,PF04997.7,PF04563.10,PF01196.14,PF05000.12,PF00380.14,PF01000.21,PF01193.19,PF00562.23,PF00572.13,PF10385.4,PF00411.14,PF00623.15,PF01176.14,PF00163.14,PF04561.9	21	1.954385241660853	-24.073384005402726	DBSCAN_round2_5	DBSCAN_round2_5
NODE_503_length_35769_cov_224.622	35769	71.813581593	224.622	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-1.678598969273462	18.685759401995607	DBSCAN_round1_9	DBSCAN_round1_9
NODE_504_length_35690_cov_224.518	35690	56.62930792939999	224.518	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935		0	33.84206247184863	6.324800080080857	DBSCAN_round1_6	DBSCAN_round1_6
NODE_505_length_35584_cov_224.256	35584	26.9362634892	224.256	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800		0	-25.410325177259146	5.859887397805703	DBSCAN_round2_4	DBSCAN_round2_4
NODE_506_length_35545_cov_236.663	35545	67.5650583767	236.663	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	1.0180603057544646	7.675305721530464	DBSCAN_round1_11	DBSCAN_round1_11
NODE_507_length_35527_cov_224.416	35527	37.2308385172	224.416	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium GW2011_GWA2_38_13b	1618780	PF02873.11,PF01795.14,PF00829.16	3	1.9479366123256392	-24.11557585190804	DBSCAN_round2_5	DBSCAN_round2_5
NODE_508_length_35494_cov_223.482	35494	29.9064630642	223.482	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	Caloranaerobacter sp. TR13	1302151	PF01281.14,PF03948.9,PF01250.12	3	-22.578301871325174	5.395421525680582	DBSCAN_round3_2	DBSCAN_round3_2
NODE_509_length_35463_cov_224.708	35463	68.5503200519	224.708	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	0.7241242089717986	7.632506666466401	DBSCAN_round1_11	DBSCAN_round1_11
NODE_510_length_35399_cov_229.775	35399	68.9906494534	229.775	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	0.8813705842152988	6.588254010774118	DBSCAN_round1_11	DBSCAN_round1_11
NODE_511_length_35391_cov_224.091	35391	58.772004181899995	224.091	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334		0	21.30146355740263	-7.959358690775275	DBSCAN_round1_14	DBSCAN_round1_14
NODE_512_length_35276_cov_223.081	35276	69.7584760177	223.081	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	unclassified	1883		0	-0.4248546529798469	6.013705911104638	DBSCAN_round1_11	DBSCAN_round1_11
NODE_513_length_35068_cov_227.215	35068	57.7449526634	227.215	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	654		0	15.225355494632463	-1.1242291692216821	DBSCAN_round1_5	DBSCAN_round1_5
NODE_514_length_34789_cov_225.404	34789	63.3016183276	225.404	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus maricopensis	309887		0	12.050322069352633	9.709744713128883	unclustered	unclustered
NODE_515_length_34654_cov_224.086	34654	32.7725515092	224.086	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	candidate division WS6 bacterium GW2011_GWE2_33_157	1619095	PF08529.6,PF00763.18,PF03652.10,PF01649.13,PF06421.7,PF02882.14	6	-21.385068141029766	7.388645013049509	DBSCAN_round3_5	DBSCAN_round3_5
NODE_516_length_34607_cov_223.365	34607	70.9162886121	223.365	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	unclassified	1883		0	-3.853646018170005	5.851254934328065	DBSCAN_round1_11	DBSCAN_round1_11
NODE_517_length_34487_cov_224.058	34487	71.1282512251	224.058	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-2.2066877273373597	4.307030281883066	DBSCAN_round1_11	DBSCAN_round1_11
NODE_518_length_34396_cov_223.854	34396	71.13327131060001	223.854	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces bottropensis	42235		0	-3.110150150352104	4.896287432699794	DBSCAN_round1_11	DBSCAN_round1_11
NODE_519_length_34244_cov_227.534	34244	35.3784604602	227.534	Bacteria	Candidatus Kryptonia	unclassified	unclassified	unclassified	Candidatus Kryptonium	Candidatus Kryptonium thompsoni	1633631		0	-5.042440246183544	-14.708828551497128	unclustered	unclustered
NODE_520_length_34209_cov_224.178	34209	71.0163991932	224.178	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-2.8939661082589705	18.895151957774317	DBSCAN_round1_9	DBSCAN_round1_9
NODE_521_length_34044_cov_223.823	34044	71.72776407	223.823	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-1.1318206456937931	21.5699534025375	DBSCAN_round1_9	DBSCAN_round1_9
NODE_522_length_34032_cov_223.004	34032	71.7060413728	223.004	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-2.7868303364615707	4.5294463767655975	DBSCAN_round1_11	DBSCAN_round1_11
NODE_523_length_33830_cov_223.75	33830	31.8445167012	223.75	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	candidate division WS6 bacterium GW2011_GWE2_33_157	1619095		0	-21.38318623795466	7.405205713118177	DBSCAN_round3_5	DBSCAN_round3_5
NODE_524_length_33810_cov_223.657	33810	69.83141082520001	223.657	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces scabiei	1930		0	-0.9797099087564364	5.814825735533169	DBSCAN_round1_11	DBSCAN_round1_11
NODE_525_length_33771_cov_223.545	33771	71.9256166533	223.545	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-4.792656253839978	19.75924818618495	DBSCAN_round1_9	DBSCAN_round1_9
NODE_526_length_33714_cov_224.157	33714	32.0934923177	224.157	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella sp. TX077308	573569		0	-22.2111009561575	2.8219421364971398	DBSCAN_round3_1	DBSCAN_round3_1
NODE_527_length_33590_cov_224.371	33590	67.8981839833	224.371	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819	PF02768.10,PF00712.14,PF02527.10,PF02767.11	4	0.3131849451781105	6.997258588766612	DBSCAN_round1_11	DBSCAN_round1_11
NODE_528_length_33539_cov_224.007	33539	34.8907242315	224.007	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:274	1262888	PF01668.13	1	-24.007265289280983	12.906666545509633	DBSCAN_round1_10	DBSCAN_round1_10
NODE_529_length_33538_cov_223.751	33538	72.0704872085	223.751	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275	PF01746.16,PF01782.13,PF00886.14,PF01245.15,PF02978.14	5	-5.3051647400474575	21.820087374490985	DBSCAN_round1_9	DBSCAN_round1_9
NODE_530_length_33523_cov_223.886	33523	69.7640425976	223.886	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275	PF01783.18,PF00035.20	2	-0.012694605435381659	17.785903802787402	DBSCAN_round1_9	DBSCAN_round1_9
NODE_531_length_33361_cov_224.764	33361	59.731422918999996	224.764	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas veronii	654		0	14.424802702224884	-0.5227570608469547	DBSCAN_round1_5	DBSCAN_round1_5
NODE_532_length_33326_cov_222.532	33326	66.6476624857	222.532	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium ihumii	1232427		0	12.432549672347895	12.125058579823902	DBSCAN_round3_3	DBSCAN_round3_3
NODE_533_length_33283_cov_227.776	33283	30.5200853288	227.776	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	unclassified	171003		0	-22.526253365357366	5.310069961722027	DBSCAN_round3_2	DBSCAN_round3_2
NODE_534_length_33223_cov_223.24	33223	71.9140354574	223.24	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-1.282515724799865	20.662692906500247	DBSCAN_round1_9	DBSCAN_round1_9
NODE_535_length_33160_cov_230.669	33160	70.9861278649	230.669	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-1.1684893146119664	19.362452337214954	DBSCAN_round1_9	DBSCAN_round1_9
NODE_536_length_33147_cov_222.755	33147	37.8013093191	222.755	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter acinonychis	212	PF01409.15,PF00958.17,PF03484.10,PF03147.9,PF02912.13	5	-11.009598680928466	-16.273483820718305	DBSCAN_round1_12	DBSCAN_round1_12
NODE_537_length_33123_cov_223.43	33123	31.5158651088	223.43	Bacteria	Cyanobacteria	unclassified	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus marinus	1219	PF03840.9	1	-20.898323298338664	3.5069020717033244	DBSCAN_round3_4	DBSCAN_round3_4
NODE_538_length_33040_cov_223.975	33040	57.436440678000004	223.975	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334	PF02938.9,PF01330.16,PF07499.8,PF05491.8	4	20.00969541277749	-9.395350410760503	DBSCAN_round1_14	DBSCAN_round1_14
NODE_539_length_33024_cov_227.026	33024	67.9626937984	227.026	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus maricopensis	309887	PF02978.14	1	9.711645060470984	10.195545220396763	DBSCAN_round3_0	DBSCAN_round3_0
NODE_540_length_32958_cov_223.706	32958	37.666120516999996	223.706	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium GW2011_GWA2_38_13b	1618780	PF00154.16,PF00162.14,PF02132.10,PF00121.13,PF01195.14	5	1.93541779698164	-24.290496617708893	DBSCAN_round2_5	DBSCAN_round2_5
NODE_541_length_32810_cov_222.24	32810	37.0222493142	222.24	Bacteria	Candidatus Kryptonia	unclassified	unclassified	unclassified	Candidatus Kryptonium	Candidatus Kryptonium thompsoni	1633631		0	-5.924705381833276	-14.716835498638403	unclustered	unclustered
NODE_542_length_32754_cov_227.176	32754	70.2265372168	227.176	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819	PF01765.14,PF00889.14,PF00627.26,PF00318.15	4	-1.8582055815170744	5.759943643190629	DBSCAN_round1_11	DBSCAN_round1_11
NODE_543_length_32725_cov_223.618	32725	37.4942704354	223.618	Bacteria	Candidatus Kryptonia	unclassified	unclassified	unclassified	Candidatus Kryptonium	Candidatus Kryptonium thompsoni	1633631	PF01018.17	1	-5.795857211337018	-14.718477325294767	unclustered	unclustered
NODE_544_length_32651_cov_224.463	32651	38.819637989600004	224.463	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Parcubacteria group bacterium GW2011_GWC2_42_12	1618926	PF08275.6	1	2.00704304666261	-23.35537590462077	DBSCAN_round2_5	DBSCAN_round2_5
NODE_545_length_32650_cov_228.218	32650	50.174578866800005	228.218	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	bacteria symbiont BFo1 of Frankliniella occidentalis	1628855		0	17.164648376302008	-9.846434289852047	DBSCAN_round1_14	DBSCAN_round1_14
NODE_546_length_32567_cov_223.761	32567	57.3494641815	223.761	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334	PF06071.8,PF01195.14	2	19.91089625754584	-8.287649328075569	DBSCAN_round1_14	DBSCAN_round1_14
NODE_547_length_32507_cov_220.701	32507	33.269757283000004	220.701	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Gabonia	Gabonia massiliensis	1686296		0	-0.8927083188648993	-11.152948999770329	DBSCAN_round1_4	DBSCAN_round1_4
NODE_548_length_32434_cov_223.352	32434	65.240180058	223.352	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium genitalium	38288	PF01281.14,PF03948.9,PF01250.12	3	12.627019871595275	11.582816607251475	DBSCAN_round3_3	DBSCAN_round3_3
NODE_549_length_32408_cov_224.051	32408	55.359787706700004	224.051	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334		0	18.856618366661124	-10.335764249092907	DBSCAN_round1_14	DBSCAN_round1_14
NODE_550_length_32401_cov_223.806	32401	59.1031141014	223.806	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	Erwinia sp. OLMDLW33	1928656	PF12344.3	1	21.973027898066725	-8.557608489817868	DBSCAN_round1_14	DBSCAN_round1_14
NODE_551_length_32320_cov_223.376	32320	73.8056930693	223.376	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-5.3728683226187774	20.984228383062558	DBSCAN_round1_9	DBSCAN_round1_9
NODE_552_length_32292_cov_223.999	32292	38.3655394525	223.999	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685		0	-2.530676728234391	-18.068044787703084	DBSCAN_round2_3	DBSCAN_round2_3
NODE_553_length_32231_cov_223.535	32231	56.290527752799996	223.535	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	Erwinia sp. OLMDLW33	1928656		0	19.315589127176963	-9.387252402011221	DBSCAN_round1_14	DBSCAN_round1_14
NODE_554_length_32224_cov_231.493	32224	71.7601787488	231.493	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275	PF02403.17	1	-1.0895471105131511	19.808835266899454	DBSCAN_round1_9	DBSCAN_round1_9
NODE_555_length_32039_cov_223.862	32039	69.81179187859999	223.862	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-0.6240765481044039	7.461838687747706	DBSCAN_round1_11	DBSCAN_round1_11
NODE_556_length_31996_cov_223.372	31996	60.870108763599994	223.372	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334		0	22.35154607749476	-7.996107565464313	DBSCAN_round1_14	DBSCAN_round1_14
NODE_557_length_31813_cov_224.192	31813	38.8143211895	224.192	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685	PF02367.12	1	-2.059009429873646	-19.781955670371314	DBSCAN_round2_3	DBSCAN_round2_3
NODE_558_length_31793_cov_223.378	31793	31.7648538987	223.378	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:274	1262888		0	-23.198586935785947	13.075413707739193	DBSCAN_round1_10	DBSCAN_round1_10
NODE_559_length_31759_cov_224.245	31759	39.3935577317	224.245	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685	PF01016.14,PF10458.4,PF00829.16	3	-0.6642576211022823	-20.1154464292663	DBSCAN_round2_3	DBSCAN_round2_3
NODE_560_length_31720_cov_222.363	31720	55.9962168979	222.363	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935	PF02403.17,PF01195.14	2	34.388639485699684	6.389252140514243	DBSCAN_round1_6	DBSCAN_round1_6
NODE_561_length_31699_cov_223.728	31699	58.471876084399995	223.728	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334		0	21.759725012052478	-8.404818537151643	DBSCAN_round1_14	DBSCAN_round1_14
NODE_562_length_31692_cov_223.806	31692	67.9382809542	223.806	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	unclassified	1883	PF00164.20,PF00466.15,PF00298.14,PF04998.12,PF02873.11,PF04983.13,PF04565.11,PF04560.15,PF04997.7,PF04563.10,PF00687.16,PF05000.12,PF00562.23,PF10385.4,PF03946.9,PF00177.16,PF00584.15,PF00623.15,PF00542.14,PF04561.9	20	0.34914131722497826	5.07815790908299	DBSCAN_round1_11	DBSCAN_round1_11
NODE_563_length_31692_cov_223.744	31692	59.11586520260001	223.74400000000003	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified	1903409		0	22.53742083157877	-9.105088949565497	DBSCAN_round1_14	DBSCAN_round1_14
NODE_564_length_31615_cov_225.278	31615	73.0823975961	225.278	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275	PF02772.11,PF02773.11	2	-4.3258691219210315	19.436222124173398	DBSCAN_round1_9	DBSCAN_round1_9
NODE_565_length_31578_cov_224.597	31578	55.5925011084	224.597	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334		0	19.05252491894284	-10.533162447128953	DBSCAN_round1_14	DBSCAN_round1_14
NODE_566_length_31562_cov_223.788	31562	27.016665610500002	223.788	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:356	1262800	PF02132.10	1	-25.658493086819767	5.329111879220327	DBSCAN_round2_4	DBSCAN_round2_4
NODE_567_length_31552_cov_224.406	31552	39.5632606491	224.406	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685	PF02130.12,PF01025.14,PF08275.6	3	0.007032799756751818	-17.929257333859404	DBSCAN_round2_3	DBSCAN_round2_3
NODE_568_length_31495_cov_223.981	31495	55.29131608189999	223.981	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334	PF00466.15,PF00298.14,PF04998.12,PF04983.13,PF04565.11,PF04560.15,PF04997.7,PF04563.10,PF00687.16,PF05000.12,PF00562.23,PF10385.4,PF03946.9,PF00584.15,PF00623.15,PF00542.14,PF04561.9	17	18.900960003287505	-10.711650691564168	DBSCAN_round1_14	DBSCAN_round1_14
NODE_569_length_31461_cov_225.162	31461	69.9596325609	225.162	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-0.23605587321053595	5.5793313731522645	DBSCAN_round1_11	DBSCAN_round1_11
NODE_570_length_31293_cov_225.958	31293	70.6068449813	225.958	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	unclassified	1883		0	-1.6036584029414331	4.800044642681628	DBSCAN_round1_11	DBSCAN_round1_11
NODE_571_length_31149_cov_224.05	31149	58.7851937462	224.05	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334		0	21.916897364375128	-9.325394634917638	DBSCAN_round1_14	DBSCAN_round1_14
NODE_572_length_31027_cov_226.326	31027	57.9011828408	226.326	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola	68334		0	21.104405470576747	-8.833745861328387	DBSCAN_round1_14	DBSCAN_round1_14
NODE_573_length_31017_cov_223.984	31017	72.869716607	223.984	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-4.285473222019272	20.247557472930673	DBSCAN_round1_9	DBSCAN_round1_9
NODE_574_length_31013_cov_223.898	31013	71.8150453036	223.898	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces scabiei	1930		0	-3.75665287734212	4.115946426669699	DBSCAN_round1_11	DBSCAN_round1_11
NODE_575_length_30840_cov_223.36	30840	71.630998703	223.36	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	unclassified	1883		0	-3.098506086062317	5.6805206103036525	DBSCAN_round1_11	DBSCAN_round1_11
NODE_576_length_30757_cov_226.755	30757	57.9933023377	226.755	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	Erwinia sp. OLMDLW33	1928656		0	19.07875722740388	-8.312733188273612	DBSCAN_round1_14	DBSCAN_round1_14
NODE_577_length_30719_cov_223.484	30719	70.7672775807	223.484	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia thailandica	257275		0	-1.7054159997953662	17.942925589823282	DBSCAN_round1_9	DBSCAN_round1_9
NODE_578_length_30713_cov_223.677	30713	37.7787907401	223.677	Bacteria	Candidatus Kryptonia	unclassified	unclassified	unclassified	Candidatus Kryptonium	Candidatus Kryptonium thompsoni	1633631		0	-5.864781018954117	-14.730822629570875	unclustered	unclustered
